batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,hidden_size,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser_sum_H0,metric_ripser_sum_H1,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser_sum_H0,time_ripser_sum_H1
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=13.ckpt,13,0.7004651162790698,21,128,40.0796,1.3722,0.0007,4.8425,1.2662,8.0993,0.6201,342.3134,17.1912,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0315,0.0315
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=14.ckpt,14,0.7153488372093023,21,128,40.5559,1.3712,0.0007,4.8277,1.271,8.4489,0.615,349.7134,18.0897,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0287,0.0287
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=15.ckpt,15,0.7041860465116279,21,128,40.7608,1.3699,0.0007,4.8373,1.2618,9.2468,0.6237,352.821,18.0101,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0284,0.0284
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=16.ckpt,16,0.7069767441860465,21,128,41.1044,1.3697,0.0007,4.8159,1.2629,9.2879,0.6212,356.8804,18.4594,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0374,0.0374
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=17.ckpt,17,0.7172093023255814,21,128,41.4489,1.3663,0.0007,4.8103,1.2595,9.1038,0.6247,360.9267,18.667,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0337,0.0337
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=18.ckpt,18,0.7116279069767442,21,128,41.4615,1.3677,0.0007,4.8155,1.2578,9.0231,0.626,366.2104,18.8439,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0322,0.0322
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=19.ckpt,19,0.7274418604651163,21,128,42.2774,1.3682,0.0007,4.8035,1.2692,9.5098,0.6145,375.9046,19.9154,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0283,0.0283
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=20.ckpt,20,0.7106976744186047,21,128,42.1032,1.3665,0.0007,4.8274,1.2656,9.7257,0.619,374.0753,20.2267,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0333,0.0333
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=21.ckpt,21,0.7218604651162791,21,128,41.9443,1.3667,0.0007,4.8193,1.264,9.3225,0.6199,376.1062,20.3168,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0312,0.0312
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=22.ckpt,22,0.7265116279069768,21,128,41.7391,1.3694,0.0006,4.8226,1.2547,9.5289,0.629,375.1607,20.0859,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0299,0.0299
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=23.ckpt,23,0.6976744186046512,21,128,42.5303,1.3674,0.0007,4.8049,1.2694,9.572,0.6149,382.2276,20.6112,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0306,0.0306
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=24.ckpt,24,0.7116279069767442,21,128,42.1706,1.3693,0.0007,4.8197,1.2627,9.6789,0.6214,381.8055,20.5464,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.045,0.045
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=25.ckpt,25,0.7023255813953488,21,128,42.7289,1.3705,0.0007,4.7983,1.2646,9.8411,0.6192,386.6192,20.7392,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0529,0.0529
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=00.ckpt,0,0.6818604651162791,10,128,25.891,1.3888,0.0004,5.3586,1.4079,3.4245,0.5106,211.1518,7.8875,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.031,0.031
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=01.ckpt,1,0.68,10,128,29.3719,1.3872,0.0006,5.2393,1.4403,4.6311,0.4855,244.8028,9.8827,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0266,0.0266
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=02.ckpt,2,0.6883720930232559,10,128,30.9829,1.3874,0.0006,5.2297,1.4031,5.1623,0.5086,248.2626,9.1468,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0333,0.0333
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=03.ckpt,3,0.6874418604651162,10,128,31.0623,1.3857,0.0006,5.1795,1.328,5.3164,0.5585,253.7088,9.0876,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0282,0.0282
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=04.ckpt,4,0.7097674418604651,10,128,33.7333,1.382,0.0007,5.1227,1.3781,5.512,0.5246,273.7146,10.615,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0267,0.0267
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=05.ckpt,5,0.6920930232558139,10,128,34.5876,1.3778,0.0007,5.061,1.3485,5.6726,0.545,283.2435,11.104,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.025,0.025
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=06.ckpt,6,0.7013953488372093,10,128,34.9585,1.3789,0.0007,5.0217,1.3136,6.2238,0.5714,296.3188,12.7904,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.026,0.026
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=07.ckpt,7,0.6902325581395349,10,128,34.9309,1.3799,0.0007,5.0079,1.263,5.5295,0.6099,299.4444,13.6591,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0257,0.0257
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=08.ckpt,8,0.6790697674418604,10,128,37.1948,1.3784,0.0008,4.9598,1.3145,6.7329,0.5687,315.7616,14.8961,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0249,0.0249
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=09.ckpt,9,0.6874418604651162,10,128,37.1618,1.3746,0.0007,4.9601,1.3023,6.0399,0.5751,321.7264,15.1889,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0271,0.0271
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=10.ckpt,10,0.7116279069767442,10,128,38.9721,1.3756,0.0008,4.9428,1.3335,7.0498,0.5525,333.0739,16.2964,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0313,0.0313
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=11.ckpt,11,0.7069767441860465,10,128,40.5639,1.3734,0.0009,4.8693,1.3695,7.0543,0.5261,346.668,17.2458,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0272,0.0272
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=12.ckpt,12,0.7097674418604651,10,128,39.5295,1.3752,0.0007,4.9112,1.3202,6.9196,0.5611,344.5358,17.4772,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0304,0.0304
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=13.ckpt,13,0.7209302325581395,10,128,41.1487,1.3722,0.0009,4.8763,1.3712,7.0582,0.5249,354.0224,17.737,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0315,0.0315
64,0.001,3,20,50,16,8,128,checkpoints/model_64_0.001_3_20_50_128epoch=14.ckpt,14,0.707906976744186,10,128,41.5614,1.372,0.0008,4.8759,1.3704,7.4443,0.5253,359.7349,18.1516,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0341,0.0341
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=00.ckpt,0,0.6837209302325581,16,128,27.1947,1.3904,0.0005,5.3712,1.4637,3.9982,0.4769,204.6379,8.4279,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.024,0.024
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=01.ckpt,1,0.6837209302325581,16,128,31.2472,1.3884,0.0006,5.3274,1.4859,3.579,0.4703,223.603,8.7184,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.034,0.034
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=02.ckpt,2,0.7041860465116279,16,128,32.6744,1.3842,0.0006,5.2213,1.4216,5.7477,0.5029,249.4562,10.8453,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0376,0.0376
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=03.ckpt,3,0.6930232558139535,16,128,33.2444,1.384,0.0006,5.1706,1.3949,5.0059,0.524,263.7502,11.1238,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0305,0.0305
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=04.ckpt,4,0.6995348837209302,16,128,35.2333,1.3828,0.0007,5.1354,1.3517,6.364,0.5514,277.3105,11.7627,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0261,0.0261
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=05.ckpt,5,0.707906976744186,16,128,36.5949,1.3818,0.0007,5.0804,1.3471,7.2539,0.5538,289.9131,12.5597,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0373,0.0373
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=06.ckpt,6,0.6902325581395349,16,128,37.5012,1.382,0.0007,5.0315,1.3382,7.4702,0.5605,303.663,14.2885,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.026,0.026
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=07.ckpt,7,0.7013953488372093,16,128,37.5482,1.3789,0.0006,4.9966,1.3056,7.513,0.5851,312.9729,14.6414,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0295,0.0295
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=08.ckpt,8,0.7097674418604651,16,128,38.1348,1.3793,0.0006,4.9941,1.2899,8.2616,0.6006,322.2529,15.591,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0267,0.0267
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=09.ckpt,9,0.7237209302325581,16,128,38.7709,1.3752,0.0007,4.9629,1.295,8.025,0.5952,330.6528,16.2808,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0312,0.0312
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=10.ckpt,10,0.72,16,128,39.2779,1.3745,0.0007,4.9525,1.2959,8.4292,0.5947,337.22,16.7566,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0316,0.0316
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=11.ckpt,11,0.7172093023255814,16,128,39.8606,1.3743,0.0007,4.9273,1.3034,8.2252,0.5877,342.9226,17.0381,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0312,0.0312
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=12.ckpt,12,0.7004651162790698,16,128,39.4056,1.3737,0.0006,4.9315,1.2847,8.65,0.604,339.5894,16.3871,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0316,0.0316
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=13.ckpt,13,0.7153488372093023,16,128,39.0083,1.3731,0.0006,4.9251,1.2733,8.4921,0.6133,340.6956,16.4854,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0376,0.0376
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=14.ckpt,14,0.6995348837209302,16,128,40.6106,1.3718,0.0007,4.8871,1.3012,8.9161,0.5887,355.4284,17.3838,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0328,0.0328
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=15.ckpt,15,0.7125581395348837,16,128,40.3717,1.3748,0.0006,4.8893,1.2801,9.1234,0.6072,356.1335,17.6744,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0305,0.0305
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=16.ckpt,16,0.706046511627907,16,128,41.232,1.374,0.0007,4.8672,1.2955,9.0314,0.5931,366.3164,17.805,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0333,0.0333
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=17.ckpt,17,0.7116279069767442,16,128,41.1747,1.3751,0.0006,4.8658,1.2872,8.3378,0.6004,368.2921,17.9291,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0359,0.0359
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=18.ckpt,18,0.6893023255813954,16,128,41.7262,1.3757,0.0006,4.8628,1.2868,9.0833,0.6004,373.2636,18.8211,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.031,0.031
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=19.ckpt,19,0.7051162790697675,16,128,40.8772,1.3753,0.0006,4.8846,1.2744,8.2662,0.6113,368.752,18.5182,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.034,0.034
64,0.001,3,10,50,16,8,128,checkpoints/model_64_0.001_3_10_50_128epoch=20.ckpt,20,0.6827906976744186,16,128,41.7918,1.3738,0.0006,4.8695,1.2864,9.1828,0.6009,377.8223,19.4766,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0284,0.0284
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=00.ckpt,0,0.6874418604651162,29,128,26.8142,1.3889,0.0005,5.2953,1.6967,3.0871,0.3733,217.5379,9.2149,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0291,0.0291
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=01.ckpt,1,0.6855813953488372,29,128,28.6458,1.3854,0.0005,5.2281,1.4517,4.4503,0.479,240.0622,10.9177,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0281,0.0281
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=02.ckpt,2,0.693953488372093,29,128,31.1272,1.384,0.0006,5.1438,1.5482,4.7382,0.4285,256.3907,11.8655,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0295,0.0295
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=03.ckpt,3,0.6874418604651162,29,128,31.479,1.3803,0.0006,5.1035,1.4328,5.4019,0.4958,268.0986,13.0675,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0298,0.0298
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=04.ckpt,4,0.7023255813953488,29,128,31.5211,1.3804,0.0006,5.0812,1.4034,5.1041,0.5124,271.2379,13.7777,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0303,0.0303
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=05.ckpt,5,0.6855813953488372,29,128,32.3246,1.3753,0.0007,5.0018,1.3703,5.9608,0.534,284.7804,14.2644,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0305,0.0305
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=06.ckpt,6,0.6874418604651162,29,128,32.6986,1.3739,0.0007,4.9406,1.3392,5.4739,0.555,295.7295,14.502,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0307,0.0307
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=07.ckpt,7,0.7097674418604651,29,128,35.0969,1.3715,0.0008,4.8801,1.372,7.3015,0.5304,322.3495,16.9047,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0301,0.0301
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=08.ckpt,8,0.7134883720930233,29,128,36.069,1.3701,0.0008,4.8545,1.3721,6.9722,0.5317,330.5014,16.8633,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0263,0.0263
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=09.ckpt,9,0.7106976744186047,29,128,36.713,1.3656,0.0008,4.8229,1.3629,6.9505,0.5372,343.3049,18.0733,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0354,0.0354
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=10.ckpt,10,0.706046511627907,29,128,36.8016,1.3692,0.0008,4.8348,1.3365,7.9407,0.5561,344.1998,17.9102,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0357,0.0357
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=11.ckpt,11,0.7013953488372093,29,128,37.8947,1.3664,0.0008,4.8054,1.3594,7.9225,0.5388,357.1138,18.9801,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0316,0.0316
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=12.ckpt,12,0.6967441860465117,29,128,37.0736,1.3676,0.0008,4.8224,1.3261,7.7136,0.5635,355.1889,19.3743,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0453,0.0453
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=13.ckpt,13,0.6948837209302325,29,128,37.4428,1.3666,0.0008,4.8195,1.3255,8.0214,0.5641,362.3954,20.4081,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0443,0.0443
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=14.ckpt,14,0.7097674418604651,29,128,37.4541,1.3666,0.0008,4.8066,1.3098,8.242,0.5767,364.3143,20.5947,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0485,0.0485
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=15.ckpt,15,0.6948837209302325,29,128,38.4214,1.3636,0.0008,4.784,1.3299,8.101,0.5618,371.4615,20.9023,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0481,0.0481
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=16.ckpt,16,0.6995348837209302,29,128,38.349,1.3632,0.0008,4.7868,1.3184,7.749,0.5698,373.6216,20.4813,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0385,0.0385
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=17.ckpt,17,0.7004651162790698,29,128,38.8722,1.3626,0.0008,4.796,1.3285,8.4786,0.5624,381.3374,22.7042,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0336,0.0336
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=18.ckpt,18,0.7032558139534884,29,128,37.6804,1.365,0.0008,4.8161,1.2794,8.7251,0.6035,372.893,21.9149,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0346,0.0346
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=19.ckpt,19,0.7190697674418605,29,128,38.9174,1.3603,0.0008,4.7959,1.307,8.8929,0.58,383.7987,22.5425,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0529,0.0529
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=20.ckpt,20,0.7013953488372093,29,128,39.2483,1.3592,0.0008,4.793,1.3115,8.8277,0.5762,386.7892,22.9321,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0409,0.0409
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=21.ckpt,21,0.7162790697674418,29,128,38.6784,1.3603,0.0008,4.8058,1.2943,8.5567,0.591,381.9192,22.8077,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0335,0.0335
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=22.ckpt,22,0.6948837209302325,29,128,39.8128,1.3609,0.0009,4.7674,1.3218,8.3296,0.5678,393.6372,23.0611,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0332,0.0332
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=23.ckpt,23,0.6893023255813954,29,128,39.6512,1.3604,0.0008,4.7746,1.3119,8.7946,0.576,393.7044,23.0682,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0323,0.0323
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=24.ckpt,24,0.707906976744186,29,128,39.8828,1.3602,0.0009,4.7657,1.3147,8.0104,0.5741,394.1454,22.7106,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0327,0.0327
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=25.ckpt,25,0.7051162790697675,29,128,39.3974,1.3598,0.0008,4.7958,1.2955,8.8831,0.5899,392.3722,23.0612,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0337,0.0337
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=26.ckpt,26,0.7013953488372093,29,128,39.4019,1.3603,0.0008,4.7982,1.2903,8.9672,0.5943,392.7109,23.1118,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0343,0.0343
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=27.ckpt,27,0.7069767441860465,29,128,40.0163,1.3591,0.0008,4.7877,1.3026,9.0846,0.5836,400.5531,23.4922,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0331,0.0331
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=28.ckpt,28,0.7051162790697675,29,128,40.0437,1.3593,0.0008,4.7815,1.2975,8.8512,0.5884,400.5292,23.2197,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0324,0.0324
64,0.001,3,10,80,16,8,128,checkpoints/model_64_0.001_3_10_80_128epoch=29.ckpt,29,0.706046511627907,29,128,39.6966,1.3606,0.0008,4.8208,1.2897,9.1188,0.5949,397.524,23.7078,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0337,0.0337
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=00.ckpt,0,0.6846511627906977,21,128,23.8117,1.3918,0.0004,5.4034,1.3757,3.1444,0.5272,198.2933,8.1691,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0265,0.0265
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=01.ckpt,1,0.6865116279069767,21,128,27.8445,1.388,0.0005,5.2136,1.5069,3.2733,0.4541,235.6194,10.8149,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0303,0.0303
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=02.ckpt,2,0.6781395348837209,21,128,29.0412,1.3847,0.0006,5.1582,1.4491,4.0227,0.4865,250.407,11.5259,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0378,0.0378
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=03.ckpt,3,0.7032558139534884,21,128,29.7841,1.3854,0.0006,5.1155,1.3661,4.5834,0.5351,255.8318,12.1205,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0382,0.0382
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=04.ckpt,4,0.6762790697674419,21,128,30.9981,1.3822,0.0006,5.0604,1.3834,4.9767,0.5245,276.3515,14.3721,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0409,0.0409
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=05.ckpt,5,0.6995348837209302,21,128,32.2117,1.3792,0.0007,4.9906,1.4015,4.9536,0.5116,294.6824,15.1601,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.044,0.044
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=06.ckpt,6,0.7023255813953488,21,128,33.191,1.3761,0.0007,4.9452,1.416,4.8783,0.502,308.7982,16.8412,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0598,0.0598
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=07.ckpt,7,0.706046511627907,21,128,34.5612,1.3745,0.0007,4.9478,1.4006,6.7822,0.5103,319.4442,18.1887,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0556,0.0556
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=08.ckpt,8,0.7004651162790698,21,128,35.2689,1.3682,0.0008,4.9182,1.3884,6.9926,0.5171,332.4432,19.6373,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0393,0.0393
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=09.ckpt,9,0.7134883720930233,21,128,35.4921,1.3716,0.0007,4.9066,1.3581,7.6392,0.5382,342.0876,19.9268,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0344,0.0344
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=10.ckpt,10,0.7041860465116279,21,128,36.0916,1.3722,0.0007,4.9417,1.3628,7.9257,0.5364,345.59,19.8973,0.0001,0.0001,0.0,0.0001,0.0,0.001,0.0002,0.0332,0.0332
64,0.001,3,10,100,16,8,128,checkpoints/model_64_0.001_3_10_100_128epoch=11.ckpt,11,0.695813953488372,21,128,36.0602,1.373,0.0007,4.9427,1.3599,7.7452,0.5384,350.1236,20.0306,0.0001,0.0001,0.0,0.0002,0.0,0.001,0.0002,0.0329,0.0329
